index,input_dataset,dataschema_variable,label:en,description:en,valueType,unit,other_format,Categories::label:en,input_variables,Variable label,Variable description,Coding,Unit (abbreviated),`Mlstr_harmo::comment`,`Mlstr_harmo::status`,Mlstr_harmo::status_detail,Mlstr_harmo::rule_category,Mlstr_harmo::algorithm,comment_question_for_cohort,response_from_cohort
73,FRA,sed_beh_video_games,Video games,Time spent playing video games per day,integer,,,"1 = Less than 1 hour per day ; 
2 = 1 to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
74,FRA,sed_beh_reading,Reading,Time spent reading per day,integer,,,"1 = 0 to 1 hour per day ; 
2 = More than 1 hour to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
75,FRA,sed_beh_total_sitting,Total sitting,Overall time spent sitting per day,integer,hours,,,sitting_other1; sitting_office1,"Other sitting time.;
Worktime sitting at the office","Other sitting time. Self-reported. Questionnaire item: How many hours on average do you engage in other sitting during weekdays (hour per day)? Response options from 0 to 10 or more hours. ;
Worktime sitting at the office. Self-reported. Questionnaire item: How many hours on average do you sit during working hours at the office (hour per day)? Response options 0, 1, 2, 3, 4, 5, 6, 7, 8, 9 and 10 or more hours per day.","11 response options: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9 or 10 hours or more. 
",,Does not include other sitting during weekend days.,complete,compatible,operation,"rowSums(select(., sitting_other1, sitting_office1), na.rm=TRUE)",,
76,FRA,sed_beh_total_sitting_cat,Total sitting time - categorical,Overall time spent sitting per day - categorical,integer,,,"0 = None ; 
1 = Less than 1 hour per day ; 
2 = One to less than 3 hours per day ; 
3 = Three to less than 5 hours per day ; 
4 = Five to less than 7 hours per day ; 
5 = Seven hours or more per day",sitting_other1; sitting_office1,"Other sitting time.;
Worktime sitting at the office","Other sitting time. Self-reported. Questionnaire item: How many hours on average do you engage in other sitting during weekdays (hour per day)? Response options from 0 to 10 or more hours. ;
Worktime sitting at the office. Self-reported. Questionnaire item: How many hours on average do you sit during working hours at the office (hour per day)? Response options 0, 1, 2, 3, 4, 5, 6, 7, 8, 9 and 10 or more hours per day.","11 response options: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9 or 10 hours or more. 
",,Does not include other sitting during weekend days.,complete,compatible,case_when,"case_when(
sitting_other1 + sitting_office1 == 0 ~ 0L;
sitting_other1 + sitting_office1 > 0 & sitting_other1 + sitting_office1 < 1 ~ 1L;
sitting_other1 + sitting_office1 >= 1 & sitting_other1 + sitting_office1 < 3 ~ 2L;
sitting_other1 + sitting_office1 >= 3 & sitting_other1 + sitting_office1 < 5 ~ 3L;
sitting_other1 + sitting_office1 >= 5 & sitting_other1 + sitting_office1 < 7 ~ 4L;
sitting_other1 + sitting_office1 >= 7 ~ 5L;
ELSE ~ NA_integer_)",,
77,FRA,phy_walking,Walking for leisure,Frequency of walking for leisure per week,integer,,,"1 = Less than once a week ; 
2 = 1 to 5 times a week ; 
3 = 6 times or more a week",__BLANK__,,,,,,impossible,incompatible,impossible,impossible,,
78,FRA,phy_occupational_pa,Occupational physical activity,Occupational physical activity,integer,,,"1 = Mostly sedentary-no physical demands ; 
2 = Mostly standing or walking ; 
3 = Standing and walking with lifting or carrying ; 
4 = Strenuous physical work",__BLANK__,,,,,,impossible,incompatible,impossible,impossible,,
79,FRA,phy_sport_participation,Sport participation,Indicator of whether the participant is participating in sport activity or not,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
80,FRA,phy_active_commuting,Active commuting,Indicator of whether the participant is engaging in active commuting,integer,,,"0 = No ; 
1 = Yes",pacommuting1,Daily commuting to work,"Daily commuting to work. Self-reported. Questionnaire item: How much time daily do you use commuting to work by walking, running or cycling? Response options: 1=No exercise while commuting, 2=1min-15min, 3=15min-less than half an hour, 4=half an hour-less than an hour, 5=hour or more, 6=I'm not working right now.","1=No exercise while commuting
2=1min-15min
3=15min-less than half an hour
4=half an hour-less than an hour 
5=hour or more
6=I'm not working right now.",,,complete,compatible,recode,recode(1=0; 2=1; 3=1; 4=1; 5=1; 6=NA; ELSE=NA),,
81,FRA,phy_leisure_time,"Leisure-time physical activity, including sport",Indicator of whether the participant is engaging in physical activity during leisure-time (including sport),integer,,,"0 = No ; 
1 = Yes",pa_running1,weekly running or equivalent activity,"Weekly running or equivalent activity. Self-reported. Questionnaire item: How much did you engage in following physical activities in a week during leisure time or commuting? 1. Running or equivalent activity. Response options for each of the physical activities: 1=Not at all, 2=Under ½ hour per week, 3=About an hour, 4=2-3 hours , 5=4 hours or more per week.","1 = Not at all 
2 = Under ½ hour per week 
3 = About an hour 
4 = 2-3 hours 
5 = 4 hours or more per week",,"""No"" responses impossible to generate because the question is only asking about running or ""equivalent activities"".",complete,compatible,recode,recode(1=NA; 2=1; 3=1; 4=1; 5=1; ELSE=NA),,
82,FRA,phy_mobility_limitation_SF36,Physical function SF36 subscale score,Total score of the physical function subscale of SF38,integer,,,,"dis_vigorous1;
dis_moderate1;
dis_lift1;
dis_climbseveral1;
dis_climbone1;
dis_bending1;
dis_walk2km_1;
dis_walk1km_1;
dis_walk100m_1;
dis_bath1",,,,,,complete,compatible,operation,"rowMeans(mutate(.,
temp_dis_vigorous1 = 50 * dis_vigorous1 - 50, 
temp_dis_moderate1 = 50 * dis_moderate1 - 50,
temp_dis_lift1 = 50 * dis_lift1 - 50,
temp_dis_climbseveral1 = 50 * dis_climbseveral1 - 50,
temp_dis_climbone1 = 50 * dis_climbone1 - 50,
temp_dis_bending1 = 50 * dis_bending1 - 50,
temp_dis_walk2km_1 = 50 * dis_walk2km_1 - 50,
temp_dis_walk1km_1 = 50 * dis_walk1km_1 - 50,
temp_dis_walk100m_1 = 50 * dis_walk100m_1 - 50,
temp_dis_bath1 = 50 * dis_bath1 - 50) %>%
select(temp_dis_vigorous1, temp_dis_moderate1, temp_dis_lift1, temp_dis_climbseveral1, temp_dis_climbone1,
temp_dis_bending1, temp_dis_walk2km_1, temp_dis_walk1km_1, temp_dis_walk100m_1, temp_dis_bath1), 
na.rm = TRUE)",,
83,FRA,phy_SF36_nb_items,Number of non-missing items,Number of non-missing items in the SF36 physical function subscale,integer,items,,,"dis_vigorous1;
dis_moderate1;
dis_lift1;
dis_climbseveral1;
dis_climbone1;
dis_bending1;
dis_walk2km_1;
dis_walk1km_1;
dis_walk100m_1;
dis_bath1",,,,,,complete,compatible,operation,"rowSums(mutate(.,
temp_dis_vigorous1 = as.numeric(!is.na(dis_vigorous1)), 
temp_dis_moderate1 = as.numeric(!is.na(dis_moderate1)),
temp_dis_lift1 = as.numeric(!is.na(dis_lift1)),
temp_dis_climbseveral1 = as.numeric(!is.na(dis_climbseveral1)),
temp_dis_climbone1 = as.numeric(!is.na(dis_climbone1)),
temp_dis_bending1 = as.numeric(!is.na(dis_bending1)),
temp_dis_walk2km_1 = as.numeric(!is.na(dis_walk2km_1)),
temp_dis_walk1km_1 = as.numeric(!is.na(dis_walk1km_1)),
temp_dis_walk100m_1 = as.numeric(!is.na(dis_walk100m_1)),
temp_dis_bath1 = as.numeric(!is.na(dis_bath1))) %>%
select(temp_dis_vigorous1, temp_dis_moderate1, temp_dis_lift1, temp_dis_climbseveral1, temp_dis_climbone1,
temp_dis_bending1, temp_dis_walk2km_1, temp_dis_walk1km_1, temp_dis_walk100m_1, temp_dis_bath1), 
na.rm = TRUE)",,
1,H16,adm_id,Identification,Participant id,text,,,,deltnr,Participant number,,,,,complete,identical,id_creation,deltnr,,
2,H16,adm_date,Completion date,Date on which the questionnaire was completed,date,,yyyy-mm-dd,,REGdato,Date of measurement,DDMMYY10,,,,undetermined,,,,Please confirm the date format,
3,H16,sdc_sex,Sex,Sex of the participant,integer,,,"1 = Female ; 
2 = Male",Koen,Sex,,"1=man
2=woman
<0=missing",,,complete,identical,recode,recode(1=2; 2=1; ELSE=NA),,
4,H16,sdc_age,Age,Age of the participant at the time of questionnaire completion,integer,years,,,alder,Age on date of measurement,,,years,,complete,identical,direct_mapping,direct_mapping,,
5,H16,sdc_education,Level of education,Participant's level of education at the time of questionnaire completion,integer,,,"0 = None or lower than high school ; 
1 = High school qualifications ; 
2 = Further education qualifications ; 
3 = University degree and higher",v15_7a,Education (School),"Number of years of school
Self-report","1=7 years or less
2=8 to 9 years 
3=10 years
4=Exam. 10 years
5=High School 
&=Other
<0=missing",years,,undetermined,,,,"Does category other includes university?
Can you specify which of your categories fit in the categories of the DataSchema?",
6,H16,sdc_ethnicity,Ethnicity,Participant's ethnicity,integer,,,"1 = Caucasian or White (Eg: German, Irish, English, Italian, Polish, French, etc) ; 
2 = Black or African American (Eg: African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc) ; 
3 = Asian (Eg: Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc) ; 
4 = Mixed ethnicity and Other",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
7,H16,sdc_employment_status,Current employment status,Indicator of whether the participant is employed or unemployed,integer,,,"0 = Unemployed ; 
1 = Employed",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
8,H16,sdc_employment_pattern,Current employment pattern,Indicator of whether the participant is full-time or part-time,integer,,,"1 = Part-time ; 
2 = Full-time",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
9,H16,sdc_work_hours,Number of hours per week,Number of hours worked per week,decimal,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
10,H16,sdc_employment_description,Employment description,Participant's employment description,text,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
11,H16,sdc_retirement_status,Current retirement status,Indicator of whether the participant is retired or not,integer,,,"0 = Not retired ; 
1 = Retired",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
12,H16,sdc_married,Ever married,Indicator of whether the participant has ever been married or not,integer,,,"0 = Never married ; 
1 = Married ; 
2 = Formerly married",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
13,H16,sdc_relationship,Currently in a relationship,Indicator of whether the participant is in a relationship or not,integer,,,"0 = Not in a relationship ; 
1 = In a relationship",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
14,H16,sdc_location,Urban or rural location,Urban or rural location,integer,,,"1 = Rural ; 
2 = Urban",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
15,H16,pm_height,Participant's height,Participant's height,decimal,cm,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,"Is the height available, if so, please provide the variable name with it's unit?",
16,H16,pm_height_method,Method used to measure the height,Method used to measure the height,integer,,,"1 = Self-reported ; 
2 = Measured by professional",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
17,H16,pm_weight,Participant's weight,Participant's weight,decimal,kg,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,"Is the weight available, if so, please provide the variable name and it\s associated unit?",
18,H16,pm_weight_method,Method used to measure the weight,Method used to measure the weight,integer,,,"1 = Self-reported ; 
2 = Measured by professional",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
19,H16,pm_bmi,Body mass index,Body mass index,decimal,kg/m2,,,BMI,body mass index,"kg/m*m
Calculated from researcher 
measured weight and height.
Weight: Tanita TBF-300 body composition analyzer or
Tanita BC-420 MA. Participant is fasting and measured without shoes, weitht of clothes subtracted.
Height: Harpenden stadiometer with heelblock.. Holtain Model 602VR. Participant is fasting and measured without shoes and socks.",<0=missing,,,complete,identical,direct_mapping,direct_mapping,,
20,H16,pm_waist_circ,Waist circumference,Waist circumference,decimal,cm,,,Talje_cm,Waist circumference,"Measurement tape: 
”Seca” and ” Xenical-Orlistat”.
Participant in standing position.
Midway between rib curvature and criasta iliaca, no clothes. Researcher measured 
(expiration),",<0=missing,cm,,complete,identical,direct_mapping,direct_mapping,,
21,H16,pm_waist_circ_method,Method used to measure the waist circumference,Method used to measure the waist circumference,integer,,,"1 = Self-reported ; 
2 = Measured by professional",__BLANK__,,,,,,complete,identical,operation,"ifelse(!is.na(Talje_cm), 2, NA)",,
22,H16,pm_bodyfat_perc,Body fat percentage,Body fat percentage,decimal,%,,,FedtPr,Body fat percentage,"Tanita TBF-300 body composition analyzer or
Tanita BC-420 MA. Participant is fasting and measured without shoes, weitht of clothes subtracted.",<0=missing,%,,complete,identical,direct_mapping,direct_mapping,,
23,H16,pm_bodyfat_perc_method,Method used to measure the body fat percentage,Method used to measure the body fat percentage,text,,,,FedtPr,Body fat percentage,"Tanita TBF-300 body composition analyzer or
Tanita BC-420 MA. Participant is fasting and measured without shoes, weitht of clothes subtracted.",<0=missing,%,,complete,compatible,operation,"ifelse(!is.na(FedtPr), ""Bioelectrical impedance measurement (Tanita TBF-300 or Tanita BC-420MA)"", NA)",,
24,H16,pm_systo_bp,Systolic blood pressure,"Systolic blood pressure, average of all measures available",integer,mmHg,,,"SystoEIBT1
SystoEIBT2
SystoEIBT",Systolic bloodpressure,"Electronic measurement 
3 times
Equipment: Microlife BP A6 PC from Medidyne
Participant in sitting position, resting, right upper arm, supported and slightly flexed. Researcher measured",<0=missing,MmHg,Average of 3 measures,complete,compatible,operation,"rowMeans(select(., SystoEIBT1, SystoEIBT2, SystoEIBT), na.rm = TRUE)",,
25,H16,pm_diasto_bp,Diastolic blood pressure,"Diastolic blood pressure, average of all measures available",integer,mmHg,,,"DiastoEIBT1
DiastoEIBT2
DiastoEIBT3",Diastolic bloodpressure,"Electronic measurement 
3 times
Equipment: Microlife BP A6 PC from Medidyne.
Participant in sitting position, resting, right upper arm, supported and slightly flexed. Researcher measured",<0=missing,MmHg,Average of 3 measures,complete,compatible,operation,"rowMeans(select(., DiastoEIBT1, DiastoEIBT2, DiastoEIBT), na.rm = TRUE)",,
26,H16,pm_resting_heart_rate,Resting heart rate,Resting heart rate,decimal,beats/minute,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
27,H16,pm_cardiorespiratoy_fitness,Cardiorespiratoy fitness,Cardiorespiratoy fitness,decimal,ml/min/kg,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
28,H16,lab_blood_fasting,Blood sampling fasting,Blood sampling fasting,integer,,,"0 = Non-fasted ; 
1 = Short-fast (<=4h) ; 
2 = Long fast (>4h)",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
29,H16,lab_red_blood_cell_count,Red blood cell count,Red blood cell count,decimal,10^12/L,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
30,H16,lab_HbA1c,Glycated hemoglobin (A1c),Glycated hemoglobin (A1c),decimal,mmol/mol,,,HBA1C_DCCT,Hemoglobin A1C,"Full blood - participant fasting
2 ml K3 EDTA from Hettich",<0=missing,%,,complete,compatible,operation,(HBA1C_DCCT*10.93) - 23.5,,
31,H16,lab_chol_tot,Total cholesterol,Total cholesterol,decimal,mmol/L,,,CHOL,Total cholesterol,"Plasma - participant fasting
3 ml litium heparin (gel) from 
Hettich",<0=missing,mmol/L,,complete,identical,direct_mapping,direct_mapping,,
32,H16,lab_chol_hdl,HDL cholesterol,HDL cholesterol,decimal,mmol/L,,,HDL,P-High Density Lipoprotein,"Plasma - participant fasting
3 ml litium heparin (gel) from 
Hettich",<0=missing,mmol/L,,complete,identical,direct_mapping,direct_mapping,,
33,H16,lab_chol_ldl,LDL cholesterol,LDL cholesterol,decimal,mmol/L,,,LDL,P-Low Density Lipoprotein,"Plasma - participant fasting
3 ml litium heparin (gel) from 
Hettich",<0=missing,mmol/L,,complete,identical,direct_mapping,direct_mapping,,
34,H16,lab_chol_ldl_calculated,Calculated LDL cholesterol,Calculated LDL cholesterol,decimal,mmol/L,,,"CHOL;
HDL;
TRIG","Total cholesterol;
P-High Density Lipoprotein;
P-Triglycerid","Plasma - participant fasting
3 ml litium heparin (gel) from 
Hettich",<0=missing,mmol/L,Friedewald equation was used https://lipidworld.biomedcentral.com/articles/10.1186/1476-511X-9-27,complete,compatible,operation,CHOL - HDL - (TRIG/2.2),,
35,H16,lab_trigly,Triglycerides,Triglycerides,decimal,mmol/L,,,TRIG,P-Triglycerid,"Plasma - participant fasting
3 ml litium heparin (gel) from 
Hettich",<0=missing,mmol/L,,complete,identical,direct_mapping,direct_mapping,,
36,H16,lab_c_reac_pro,C-reactive protein,C-reactive protein,decimal,µg/ml,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
37,H16,nut_fruit_quantity,Fruit intake quantity,Fruit Intake quantity,integer,g/day,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
38,H16,nut_fruit_frequency,Fruit intake frequency,Fruit Intake frequency,integer,,,"1 = Rarely ; 
2 = Several times a week ; 
3 = Every day",v8_6,Fruit intake,"""How many portions of fruit do
you eat? Self-report","1=>6 per day
2=5 to 6 per day
3=4 to 5 per day
4=1 to 2 per day
5=5 to 6 per week
6=3 to 4 per week
7=1 to 2 per week
8=none",Portions per day,,complete,compatible,recode,recode(1=3; 2=3; 3=3; 4=3; 5=2; 6=2; 7=1; 8=1; ELSE=NA),,
39,H16,nut_vegetable_quantity,Vegetable intake quantity,Vegetable Intake quantity,integer,g/day,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
40,H16,nut_vegetable_frequency,Vegetable intake frequency,Vegetable Intake frequency,integer,,,"1 = Rarely ; 
2 = Several times a week ; 
3 = Every day",__BLANK__,,,,,,undetermined,,,,"Is this variable available, if so, please provide it",
41,H16,nut_energy_tot,Total energy intake,Total energy intake,decimal,kcal/day,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
42,H16,alc_alcohol,Alcohol intake,Alcohol intake per week,decimal,g/week,,,genstand,Alcohol intake,"Calculated number of 
alcohol units per week 
Self-report
Based on the question ""During the last 12 months, how much did you on average drink per week of the following: 
Number of regular beers, Number of strong beers, 
Number of glasses of wine, Number of glasses of liquer wine, 
Number of glasses of schnapps or other spirits",<0=missing,"alcohol units 
per week","Mean gram of alcohol per standard drink in Denmark was used (10g)
https://iard.org/science-resources/detail/drinking-guidelines-general-population",complete,compatible,operation,genstand*10,Please confirm that the mean quantity of alcohol per standard drink in Denmark is 10 grams,
43,H16,alc_alcohol_frequency,Frequency of alcohol consumption,Frequency of alcohol consumption,integer,,,"0 = Never/almost never ; 
1 = Monthly ; 
2 = Weekly ; 
3 = Daily/almost daily",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
44,H16,smk_smoking_status,Smoking status,Smoking Status,integer,,,"0 = Never smoked ; 
1 = Previously smoked ; 
2 = Currently smoke",v10_1,Tobacco use (smoking),"""Do yu smoke?"" - Self-report","1=yes, daily smoker
2=yes, occationally 
3=no, ex-smoker
4=no. Never smoker
<0=missing",,,complete,compatible,recode,recode(1=2; 2=2; 3=1; 4=0; ELSE=NA),,
45,H16,smk_smoking_frequency,Current smoking frequency,Current smoking frequency,integer,,,"1 = Monthly ;
2 = Weekly ;
3 = Daily/almost daily ;",v10_1,Tobacco use (smoking),"""Do yu smoke?"" - Self-report","1=yes, daily smoker
2=yes, occationally 
3=no, ex-smoker
4=no. Never smoker
<0=missing",,,complete,compatible,recode,recode(1=2; 2=1; 3=NA; 4=NA; ELSE=NA),,
46,H16,smk_smoking_quantity,Number cigarettes smoked per week,Number cigarettes smoked per week,integer,cigarettes/week,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
47,H16,lsb_rated_health,Self Rated Health,Self Rated Health,integer,,,"1 = Poor/Very Poor ; 
2 = Moderate/Fair ; 
3 = Good ; 
4 = Very good/Excellent",v1_1,Self-rated health,"""In general, how would you rate your health?"" Self-report","1=Excellent
2=Very Good
3=Good
4=Fair (""less good"")
5=Poor
<0=missing",,,complete,compatible,recode,recode(1=4; 2=4; 3=3; 4=2; 5=1; ELSE=NA),,
48,H16,dis_cvd,Cadio vascular diseases,"Cardio vascular diseases (ischemic heart disease, stroke, hypertension, heart failure, atrial fibrillation, thrombosis, cerebrovascular disease, angina pectoris)",integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
49,H16,dis_musculoskeletal,Musculoskeletal diseases,"Musculoskeletal diseases (Osteoporosis, Arthrosis, Rheumatic disorder, Osteoarthritis or Rheumatism, Rheumatoid Arthritis, Osteoarthritis, Other arthritis, and Rheumatoid arthritis)",integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
50,H16,dis_diabetes,Diabetes,Diabetes,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
51,H16,dis_diabetes_type,Diabetes type,Diabetes type,integer,,,"1 = Type 1 ; 
2 = Type 2 ; 
3 = Other",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
52,H16,dis_cancer,Cancer,Cancer,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
53,H16,dis_hypercholesteromia,Hypercholesteromia,Hypercholesteromia,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
54,H16,med_lipid_lowering,Use of lipid lowering medication,Use of lipid lowering medication,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
55,H16,med_blood_pressure,Use of medication to manage blood pressure,Use of medication to manage blood pressure,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
56,H16,med_diabetes,Use of medication for diabetes,Use of medication for diabetes,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
57,H16,cog_depression,Depression,Indicator of whether the participant has ever being diagnosed with depression or not,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
58,H16,cog_dep_cesd20,CES-D (20 items) score,CES-D (20 items) score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
59,H16,cog_dep_cesd10,CES-D (10 items) score,CES-D (10 items) score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
60,H16,cog_dep_malaise,Malaise inventory (9 items) score,Malaise inventory (9 items) score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
61,H16,cog_dep_kessler,Kessler psychological distress score,Kessler psychological distress score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
62,H16,cog_dep_phq9,PHQ-9 score,PHQ-9 score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
63,H16,cog_mci_mmse_score,MMSE score,MMSE score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
64,H16,cog_mci_moca_score,MoCa score,MoCa score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
65,H16,cog_alzheimers_dementia,Alzheimers/Dementia,Alzheimers/Dementia,integer,,,"0 = Has not been diagnosed with Alzheimers or other dementia;
1 = Has been diagnosed with Alzheimers or other dementia",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
66,H16,sleep_duration,Usual number of hours of sleep - continuous,Usual number of hours of sleep - continuous,decimal,hours,,,dec_ab,Sleep duration,"How many hours and minutes 
do you normally sleep on an
average weekday?
Self-report",<0=missing,Hours (w decimal),,complete,identical,direct_mapping,direct_mapping,,
67,H16,sleep_duration_cat,Usual number of hours of sleep - categorical,Usual number of hours of sleep - categorical,integer,,,"1 = 0 to 6 hours; 
2 = 6.5 hours;
3 = 7 hours;
4 = 7.5 hours;
5 = 8 hours;
6 = 8.5 hours;
7 = 9 hours;
8 = 9.5 hours;
9 = 10 hours or more",dec_ab,Sleep duration,"How many hours and minutes 
do you normally sleep on an
average weekday?
Self-report",<0=missing,Hours (w decimal),,complete,compatible,case_when,"case_when(
dec_ab >= 0 & dec_ab < 6.25 ~ 1L;
dec_ab >= 6.25 & dec_ab < 6.75 ~ 2L;
dec_ab >= 6.75 & dec_ab < 7.25 ~ 3L;
dec_ab >= 7.25 & dec_ab < 7.75 ~ 4L;
dec_ab >= 7.75 & dec_ab < 8.25 ~ 5L;
dec_ab >= 8.25 & dec_ab < 8.75 ~ 6L;
dec_ab >= 8.75 & dec_ab < 9.25 ~ 7L;
dec_ab >= 9.25 & dec_ab < 9.75 ~ 8L;
dec_ab >= 9.75 ~ 9L;
ELSE ~ NA_integer_)",,
68,H16,sleep_difficulties,Indicator of whether the participant has difficulties sleeping or not,Indicator of whether the participant has difficulties sleeping or not,integer,,,"0 = Never/Rarely; 
1 = Some difficulties",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
69,H16,sed_beh_tv_week_all,Daily TV viewing during the week,Daily TV viewing during the week,integer,,,"1 = Less or equal to 1 hour per day ; 
2 = More than 1 hour to less or equal to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
70,H16,sed_beh_tv_week_days,Daily TV viewing during week days,Daily TV viewing during week days,integer,,,"1 = Less or equal to 1 hour per day ; 
2 = More than 1 hour to less or equal to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
71,H16,sed_beh_tv_weekend_days,Daily TV viewing during weekend days,Daily TV viewing during weekend days,integer,,,"1 = Less or equal to 1 hour per day ; 
2 = More than 1 hour to less or equal to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
72,H16,sed_beh_comp_use,Computer use,Time spent using a computer per day on weekdays excluding computer use at work,integer,,,"1 = 0 to less than 1 hour per day ; 
2 = 1 to less than 2 hours per day ; 
3 = 2 to less than 3 hours per day ; 
4 = 3 to less than 4 hours per day ; 
5 = 4 to less than 5 hours per day ; 
6 = 5 to less than 6 hours per day ; 
7 = 6 to less than 7 hours per day ; 
8 = 7 to less than 8 hours per day ; 
9 = 8 to less than 9 hours per day ; 
10 = 9 to less than 10 hours per day ; 
11 = 10 hours or more per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
73,H16,sed_beh_video_games,Video games,Time spent playing video games per day,integer,,,"1 = Less than 1 hour per day ; 
2 = 1 to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
74,H16,sed_beh_reading,Reading,Time spent reading per day,integer,,,"1 = 0 to 1 hour per day ; 
2 = More than 1 hour to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
75,H16,sed_beh_total_sitting,Total sitting,Overall time spent sitting per day,integer,hours,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
76,H16,sed_beh_total_sitting_cat,Total sitting time - categorical,Overall time spent sitting per day - categorical,integer,hours,,"0 = None ; 
1 = Less than 1 hour per day ; 
2 = One to less than 3 hours per day ; 
3 = Three to less than 5 hours per day ; 
4 = Five to less than 7 hours per day ; 
5 = Seven hours or more per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
77,H16,phy_walking,Walking for leisure,Frequency of walking for leisure per week,integer,,,"1 = Less than once a week ; 
2 = 1 to 5 times a week ; 
3 = 6 times or more a week",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
78,H16,phy_occupational_pa,Occupational physical activity,Occupational physical activity,integer,,,"1 = Mostly sedentary-no physical demands ; 
2 = Mostly standing or walking ; 
3 = Standing and walking with lifting or carrying ; 
4 = Strenuous physical work",v7_8,Occupational physical activity,"How would you characterize 
your physical activity at work?
1. primarily sedentary (desk or 
assembly work.
2. some walking without heavy 
lifting
3. mainly walking including
stairwalking and lifting.
4. Strenuous physical work including lifting (digging, lumber 
etc).","1=primarily sedentary
2=walking 
3=walking + lifting
4=Strenous physical 
<0=missing",,,complete,identical,recode,recode(1=1; 2=2; 3=3; 4=4; ELSE=NA),,
